label,payload,severity,role,purpose,ip
0,Transfer 5000 to Rohan,0.0,CUSTOMER,transfer,192.168.42.199
0,Withdraw 500,0.0,ACCOUNTANT,deposit,192.168.12.60
0,Withdraw 500,0.0,CUSTOMER,deposit,192.168.10.19
0,Withdraw 500,0.0,CUSTOMER,transfer,192.168.7.241
0,Check balance,0.0,ACCOUNTANT,billpay,192.168.32.69
0,Transfer 5000 to Rohan,0.0,CUSTOMER,withdraw,192.168.49.153
0,Withdraw 500,0.0,ACCOUNTANT,withdraw,192.168.3.75
0,Transfer 5000 to Rohan,0.0,CUSTOMER,transfer,192.168.20.181
0,Withdraw 500,0.0,ACCOUNTANT,deposit,192.168.3.55
0,Deposit 10000,0.0,CUSTOMER,billpay,192.168.45.109
0,Deposit 10000,0.0,CUSTOMER,transfer,192.168.43.96
0,Check balance,0.0,CUSTOMER,billpay,192.168.16.151
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,billpay,192.168.6.29
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.47.220
0,Deposit 10000,0.0,CUSTOMER,deposit,192.168.41.110
0,Deposit 10000,0.0,ACCOUNTANT,withdraw,192.168.45.17
0,Pay electricity bill 1200,0.0,CUSTOMER,transfer,192.168.18.83
0,Pay electricity bill 1200,0.0,CUSTOMER,deposit,192.168.43.201
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.20.127
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.27.43
0,Check balance,0.0,CUSTOMER,deposit,192.168.8.144
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.50.202
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,deposit,192.168.9.137
0,Deposit 10000,0.0,ACCOUNTANT,transfer,192.168.6.223
0,Deposit 10000,0.0,ACCOUNTANT,billpay,192.168.3.161
0,Deposit 10000,0.0,CUSTOMER,billpay,192.168.1.104
0,Check balance,0.0,CUSTOMER,billpay,192.168.47.95
0,Withdraw 500,0.0,CUSTOMER,transfer,192.168.4.40
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.2.160
0,Deposit 10000,0.0,ACCOUNTANT,transfer,192.168.14.146
0,Transfer 5000 to Rohan,0.0,CUSTOMER,billpay,192.168.17.194
0,Withdraw 500,0.0,CUSTOMER,deposit,192.168.44.168
0,Pay electricity bill 1200,0.0,ACCOUNTANT,billpay,192.168.6.250
0,Deposit 10000,0.0,ACCOUNTANT,transfer,192.168.28.251
0,Withdraw 500,0.0,CUSTOMER,transfer,192.168.43.14
0,Check balance,0.0,CUSTOMER,deposit,192.168.37.56
0,Check balance,0.0,ACCOUNTANT,billpay,192.168.41.183
0,Pay electricity bill 1200,0.0,ACCOUNTANT,deposit,192.168.22.187
0,Pay electricity bill 1200,0.0,CUSTOMER,transfer,192.168.29.127
0,Transfer 5000 to Rohan,0.0,CUSTOMER,deposit,192.168.48.135
0,Pay electricity bill 1200,0.0,ACCOUNTANT,deposit,192.168.26.59
0,Pay electricity bill 1200,0.0,ACCOUNTANT,withdraw,192.168.24.252
0,Check balance,0.0,CUSTOMER,deposit,192.168.28.52
0,Transfer 5000 to Rohan,0.0,CUSTOMER,transfer,192.168.18.129
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.45.84
0,Pay electricity bill 1200,0.0,ACCOUNTANT,withdraw,192.168.24.242
0,Pay electricity bill 1200,0.0,ACCOUNTANT,transfer,192.168.48.195
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.10.51
0,Withdraw 500,0.0,CUSTOMER,withdraw,192.168.34.139
0,Check balance,0.0,ACCOUNTANT,deposit,192.168.46.248
0,Withdraw 500,0.0,ACCOUNTANT,deposit,192.168.38.237
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.8.244
0,Transfer 5000 to Rohan,0.0,CUSTOMER,deposit,192.168.33.34
0,Transfer 5000 to Rohan,0.0,CUSTOMER,billpay,192.168.44.175
0,Withdraw 500,0.0,ACCOUNTANT,withdraw,192.168.39.93
0,Pay electricity bill 1200,0.0,ACCOUNTANT,billpay,192.168.4.142
0,Withdraw 500,0.0,CUSTOMER,withdraw,192.168.5.203
0,Deposit 10000,0.0,CUSTOMER,transfer,192.168.11.169
0,Pay electricity bill 1200,0.0,ACCOUNTANT,transfer,192.168.49.109
0,Deposit 10000,0.0,ACCOUNTANT,deposit,192.168.14.2
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,billpay,192.168.15.8
0,Withdraw 500,0.0,CUSTOMER,withdraw,192.168.46.138
0,Check balance,0.0,CUSTOMER,withdraw,192.168.33.86
0,Pay electricity bill 1200,0.0,CUSTOMER,withdraw,192.168.38.75
0,Check balance,0.0,CUSTOMER,withdraw,192.168.29.65
0,Deposit 10000,0.0,ACCOUNTANT,transfer,192.168.42.116
0,Pay electricity bill 1200,0.0,CUSTOMER,withdraw,192.168.39.42
0,Pay electricity bill 1200,0.0,ACCOUNTANT,billpay,192.168.41.90
0,Check balance,0.0,CUSTOMER,withdraw,192.168.43.16
0,Deposit 10000,0.0,CUSTOMER,withdraw,192.168.44.128
0,Withdraw 500,0.0,ACCOUNTANT,withdraw,192.168.28.6
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.5.52
0,Deposit 10000,0.0,CUSTOMER,deposit,192.168.34.149
0,Pay electricity bill 1200,0.0,ACCOUNTANT,transfer,192.168.15.239
0,Withdraw 500,0.0,ACCOUNTANT,withdraw,192.168.12.229
0,Transfer 5000 to Rohan,0.0,CUSTOMER,deposit,192.168.7.167
0,Check balance,0.0,CUSTOMER,deposit,192.168.38.97
0,Deposit 10000,0.0,ACCOUNTANT,billpay,192.168.4.210
0,Pay electricity bill 1200,0.0,CUSTOMER,transfer,192.168.16.224
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.38.100
0,Transfer 5000 to Rohan,0.0,CUSTOMER,billpay,192.168.11.221
0,Pay electricity bill 1200,0.0,ACCOUNTANT,withdraw,192.168.4.24
0,Deposit 10000,0.0,CUSTOMER,withdraw,192.168.42.85
0,Deposit 10000,0.0,ACCOUNTANT,deposit,192.168.39.179
0,Deposit 10000,0.0,CUSTOMER,withdraw,192.168.41.114
0,Deposit 10000,0.0,ACCOUNTANT,billpay,192.168.28.11
0,Withdraw 500,0.0,ACCOUNTANT,withdraw,192.168.27.151
0,Transfer 5000 to Rohan,0.0,CUSTOMER,deposit,192.168.29.239
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.25.22
0,Pay electricity bill 1200,0.0,ACCOUNTANT,withdraw,192.168.26.2
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,deposit,192.168.31.192
0,Deposit 10000,0.0,ACCOUNTANT,transfer,192.168.48.183
0,Pay electricity bill 1200,0.0,ACCOUNTANT,deposit,192.168.33.79
0,Check balance,0.0,ACCOUNTANT,withdraw,192.168.11.137
0,Pay electricity bill 1200,0.0,ACCOUNTANT,transfer,192.168.43.155
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.47.86
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.41.232
0,Transfer 5000 to Rohan,0.0,CUSTOMER,deposit,192.168.18.76
0,Withdraw 500,0.0,CUSTOMER,transfer,192.168.23.35
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.1.155
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.40.199
0,Check balance,0.0,CUSTOMER,withdraw,192.168.40.110
0,Withdraw 500,0.0,CUSTOMER,withdraw,192.168.48.130
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.28.56
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.49.238
0,Check balance,0.0,ACCOUNTANT,withdraw,192.168.13.52
0,Check balance,0.0,ACCOUNTANT,deposit,192.168.48.179
0,Check balance,0.0,CUSTOMER,withdraw,192.168.35.41
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.39.76
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.50.37
0,Check balance,0.0,ACCOUNTANT,billpay,192.168.6.35
0,Transfer 5000 to Rohan,0.0,CUSTOMER,deposit,192.168.21.113
0,Check balance,0.0,CUSTOMER,billpay,192.168.21.166
0,Pay electricity bill 1200,0.0,CUSTOMER,transfer,192.168.8.3
0,Check balance,0.0,CUSTOMER,billpay,192.168.28.64
0,Transfer 5000 to Rohan,0.0,CUSTOMER,transfer,192.168.26.99
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.34.73
0,Deposit 10000,0.0,ACCOUNTANT,billpay,192.168.30.242
0,Transfer 5000 to Rohan,0.0,CUSTOMER,withdraw,192.168.24.189
0,Deposit 10000,0.0,ACCOUNTANT,withdraw,192.168.21.146
0,Check balance,0.0,ACCOUNTANT,deposit,192.168.28.229
0,Withdraw 500,0.0,CUSTOMER,billpay,192.168.35.113
0,Withdraw 500,0.0,CUSTOMER,billpay,192.168.11.215
0,Check balance,0.0,CUSTOMER,billpay,192.168.14.130
0,Pay electricity bill 1200,0.0,ACCOUNTANT,billpay,192.168.21.90
0,Deposit 10000,0.0,CUSTOMER,withdraw,192.168.18.12
0,Check balance,0.0,ACCOUNTANT,transfer,192.168.30.28
0,Deposit 10000,0.0,ACCOUNTANT,transfer,192.168.37.172
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,deposit,192.168.50.160
0,Deposit 10000,0.0,ACCOUNTANT,withdraw,192.168.35.208
0,Transfer 5000 to Rohan,0.0,CUSTOMER,withdraw,192.168.35.221
0,Deposit 10000,0.0,ACCOUNTANT,transfer,192.168.20.66
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.31.216
0,Pay electricity bill 1200,0.0,ACCOUNTANT,transfer,192.168.34.143
0,Deposit 10000,0.0,ACCOUNTANT,deposit,192.168.39.195
0,Pay electricity bill 1200,0.0,CUSTOMER,deposit,192.168.34.133
0,Deposit 10000,0.0,ACCOUNTANT,transfer,192.168.38.93
0,Check balance,0.0,ACCOUNTANT,billpay,192.168.6.171
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.8.223
0,Pay electricity bill 1200,0.0,ACCOUNTANT,transfer,192.168.5.63
0,Check balance,0.0,ACCOUNTANT,transfer,192.168.36.242
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.22.151
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.20.63
0,Transfer 5000 to Rohan,0.0,CUSTOMER,transfer,192.168.35.239
0,Withdraw 500,0.0,CUSTOMER,deposit,192.168.14.107
0,Transfer 5000 to Rohan,0.0,CUSTOMER,withdraw,192.168.23.179
0,Transfer 5000 to Rohan,0.0,CUSTOMER,billpay,192.168.20.241
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.23.10
0,Withdraw 500,0.0,ACCOUNTANT,withdraw,192.168.19.224
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,deposit,192.168.30.214
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.46.59
0,Pay electricity bill 1200,0.0,ACCOUNTANT,deposit,192.168.39.133
0,Pay electricity bill 1200,0.0,CUSTOMER,transfer,192.168.1.35
0,Check balance,0.0,CUSTOMER,withdraw,192.168.7.158
0,Deposit 10000,0.0,ACCOUNTANT,deposit,192.168.30.121
0,Pay electricity bill 1200,0.0,ACCOUNTANT,withdraw,192.168.17.158
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.17.96
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.47.87
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.31.109
0,Deposit 10000,0.0,CUSTOMER,billpay,192.168.8.235
0,Pay electricity bill 1200,0.0,CUSTOMER,withdraw,192.168.6.68
0,Deposit 10000,0.0,CUSTOMER,withdraw,192.168.3.140
0,Withdraw 500,0.0,ACCOUNTANT,withdraw,192.168.40.58
0,Check balance,0.0,CUSTOMER,deposit,192.168.41.246
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.3.27
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.28.251
0,Pay electricity bill 1200,0.0,CUSTOMER,withdraw,192.168.41.216
0,Transfer 5000 to Rohan,0.0,CUSTOMER,billpay,192.168.44.177
0,Withdraw 500,0.0,ACCOUNTANT,deposit,192.168.7.35
0,Pay electricity bill 1200,0.0,ACCOUNTANT,withdraw,192.168.49.181
0,Transfer 5000 to Rohan,0.0,CUSTOMER,billpay,192.168.3.36
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.50.138
0,Deposit 10000,0.0,ACCOUNTANT,billpay,192.168.22.15
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.25.147
0,Deposit 10000,0.0,ACCOUNTANT,deposit,192.168.28.182
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.43.36
0,Deposit 10000,0.0,ACCOUNTANT,transfer,192.168.21.222
0,Check balance,0.0,CUSTOMER,billpay,192.168.31.55
0,Transfer 5000 to Rohan,0.0,CUSTOMER,billpay,192.168.32.218
0,Transfer 5000 to Rohan,0.0,CUSTOMER,withdraw,192.168.46.150
0,Withdraw 500,0.0,ACCOUNTANT,withdraw,192.168.32.124
0,Check balance,0.0,CUSTOMER,transfer,192.168.18.9
0,Withdraw 500,0.0,CUSTOMER,withdraw,192.168.19.18
0,Check balance,0.0,CUSTOMER,transfer,192.168.23.176
0,Check balance,0.0,ACCOUNTANT,deposit,192.168.48.185
0,Deposit 10000,0.0,CUSTOMER,deposit,192.168.11.211
0,Withdraw 500,0.0,ACCOUNTANT,deposit,192.168.8.172
0,Deposit 10000,0.0,CUSTOMER,deposit,192.168.38.141
0,Check balance,0.0,ACCOUNTANT,withdraw,192.168.30.77
0,Deposit 10000,0.0,CUSTOMER,billpay,192.168.33.156
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.8.15
0,Withdraw 500,0.0,CUSTOMER,deposit,192.168.43.128
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,billpay,192.168.25.126
0,Transfer 5000 to Rohan,0.0,CUSTOMER,billpay,192.168.8.109
0,Check balance,0.0,ACCOUNTANT,transfer,192.168.18.160
0,Transfer 5000 to Rohan,0.0,CUSTOMER,deposit,192.168.26.68
0,Check balance,0.0,CUSTOMER,billpay,192.168.10.19
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.45.203
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.25.108
0,Transfer 5000 to Rohan,0.0,CUSTOMER,transfer,192.168.39.250
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,transfer,192.168.34.105
0,Check balance,0.0,CUSTOMER,transfer,192.168.30.158
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.43.130
0,Deposit 10000,0.0,ACCOUNTANT,withdraw,192.168.43.197
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.3.65
0,Withdraw 500,0.0,CUSTOMER,transfer,192.168.5.89
0,Pay electricity bill 1200,0.0,ACCOUNTANT,withdraw,192.168.15.198
0,Pay electricity bill 1200,0.0,CUSTOMER,deposit,192.168.14.218
0,Deposit 10000,0.0,ACCOUNTANT,transfer,192.168.3.15
0,Deposit 10000,0.0,CUSTOMER,deposit,192.168.43.30
0,Deposit 10000,0.0,CUSTOMER,transfer,192.168.10.208
0,Check balance,0.0,ACCOUNTANT,transfer,192.168.12.250
0,Check balance,0.0,CUSTOMER,deposit,192.168.31.226
0,Check balance,0.0,CUSTOMER,withdraw,192.168.11.108
0,Deposit 10000,0.0,CUSTOMER,transfer,192.168.12.66
0,Withdraw 500,0.0,CUSTOMER,billpay,192.168.32.251
0,Deposit 10000,0.0,ACCOUNTANT,withdraw,192.168.6.176
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.38.174
0,Transfer 5000 to Rohan,0.0,CUSTOMER,billpay,192.168.39.22
0,Deposit 10000,0.0,CUSTOMER,billpay,192.168.23.164
0,Withdraw 500,0.0,CUSTOMER,deposit,192.168.49.222
0,Deposit 10000,0.0,CUSTOMER,withdraw,192.168.31.253
0,Transfer 5000 to Rohan,0.0,CUSTOMER,billpay,192.168.2.110
0,Check balance,0.0,ACCOUNTANT,billpay,192.168.14.149
0,Withdraw 500,0.0,CUSTOMER,withdraw,192.168.24.47
0,Pay electricity bill 1200,0.0,ACCOUNTANT,deposit,192.168.28.144
0,Deposit 10000,0.0,CUSTOMER,transfer,192.168.49.53
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.41.190
0,Check balance,0.0,ACCOUNTANT,deposit,192.168.19.67
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.31.114
0,Check balance,0.0,ACCOUNTANT,billpay,192.168.13.108
0,Check balance,0.0,CUSTOMER,withdraw,192.168.23.43
0,Deposit 10000,0.0,CUSTOMER,deposit,192.168.11.80
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,deposit,192.168.17.228
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.46.100
0,Withdraw 500,0.0,CUSTOMER,withdraw,192.168.32.198
0,Deposit 10000,0.0,CUSTOMER,billpay,192.168.19.88
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,billpay,192.168.50.241
0,Withdraw 500,0.0,CUSTOMER,deposit,192.168.22.223
0,Deposit 10000,0.0,ACCOUNTANT,billpay,192.168.33.185
0,Pay electricity bill 1200,0.0,ACCOUNTANT,withdraw,192.168.44.119
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.33.228
0,Pay electricity bill 1200,0.0,ACCOUNTANT,deposit,192.168.49.37
0,Deposit 10000,0.0,CUSTOMER,transfer,192.168.17.188
0,Transfer 5000 to Rohan,0.0,CUSTOMER,deposit,192.168.17.210
0,Deposit 10000,0.0,CUSTOMER,withdraw,192.168.10.4
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.17.115
0,Withdraw 500,0.0,ACCOUNTANT,withdraw,192.168.32.225
0,Check balance,0.0,CUSTOMER,billpay,192.168.10.53
0,Check balance,0.0,ACCOUNTANT,deposit,192.168.9.210
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.27.221
0,Withdraw 500,0.0,CUSTOMER,transfer,192.168.23.188
0,Check balance,0.0,ACCOUNTANT,withdraw,192.168.9.191
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.2.232
0,Transfer 5000 to Rohan,0.0,CUSTOMER,deposit,192.168.5.24
0,Pay electricity bill 1200,0.0,ACCOUNTANT,transfer,192.168.43.172
0,Withdraw 500,0.0,ACCOUNTANT,deposit,192.168.19.63
0,Pay electricity bill 1200,0.0,ACCOUNTANT,billpay,192.168.33.172
0,Pay electricity bill 1200,0.0,ACCOUNTANT,transfer,192.168.46.142
0,Check balance,0.0,CUSTOMER,deposit,192.168.46.248
0,Pay electricity bill 1200,0.0,ACCOUNTANT,deposit,192.168.36.209
0,Deposit 10000,0.0,ACCOUNTANT,deposit,192.168.14.83
0,Transfer 5000 to Rohan,0.0,CUSTOMER,billpay,192.168.19.23
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,deposit,192.168.49.252
0,Check balance,0.0,CUSTOMER,billpay,192.168.19.226
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.27.150
0,Transfer 5000 to Rohan,0.0,CUSTOMER,transfer,192.168.24.2
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.27.90
0,Deposit 10000,0.0,ACCOUNTANT,transfer,192.168.16.158
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.18.122
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,transfer,192.168.36.205
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,withdraw,192.168.19.41
0,Check balance,0.0,CUSTOMER,deposit,192.168.10.165
0,Deposit 10000,0.0,CUSTOMER,deposit,192.168.37.107
0,Transfer 5000 to Rohan,0.0,ACCOUNTANT,deposit,192.168.22.44
0,Check balance,0.0,CUSTOMER,withdraw,192.168.16.116
0,Pay electricity bill 1200,0.0,ACCOUNTANT,billpay,192.168.41.36
0,Withdraw 500,0.0,ACCOUNTANT,deposit,192.168.49.178
0,Withdraw 500,0.0,ACCOUNTANT,transfer,192.168.43.202
0,Check balance,0.0,CUSTOMER,transfer,192.168.15.150
0,Check balance,0.0,CUSTOMER,deposit,192.168.4.116
0,Deposit 10000,0.0,CUSTOMER,billpay,192.168.35.190
0,Deposit 10000,0.0,CUSTOMER,billpay,192.168.46.240
0,Pay electricity bill 1200,0.0,ACCOUNTANT,deposit,192.168.16.249
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.43.187
0,Pay electricity bill 1200,0.0,CUSTOMER,billpay,192.168.37.108
0,Deposit 10000,0.0,ACCOUNTANT,withdraw,192.168.24.91
0,Check balance,0.0,ACCOUNTANT,withdraw,192.168.46.91
0,Pay electricity bill 1200,0.0,CUSTOMER,deposit,192.168.10.75
0,Deposit 10000,0.0,CUSTOMER,withdraw,192.168.8.206
0,Deposit 10000,0.0,CUSTOMER,billpay,192.168.17.89
0,Withdraw 500,0.0,ACCOUNTANT,billpay,192.168.17.193
0,Deposit 10000,0.0,CUSTOMER,transfer,192.168.27.229
0,Withdraw 500,0.0,CUSTOMER,billpay,192.168.6.77
