label,payload,severity,role,purpose,ip
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,login,192.168.5.40
0,POST /api/banking/deposit,0.0,CUSTOMER,deposit,192.168.8.40
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,dashboard,192.168.21.235
0,POST /api/banking/deposit,0.0,CUSTOMER,dashboard,192.168.29.55
0,POST /api/banking/deposit,0.0,ACCOUNTANT,dashboard,192.168.4.27
0,GET /api/market/overview,0.0,ACCOUNTANT,market,192.168.17.38
0,GET /api/market/overview,0.0,MANAGER,deposit,192.168.13.15
0,POST /api/banking/deposit,0.0,ACCOUNTANT,deposit,192.168.37.15
0,POST /api/banking/deposit,0.0,CUSTOMER,deposit,192.168.39.106
0,GET /api/market/overview,0.0,MANAGER,login,192.168.6.252
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.28.102
0,GET /api/market/overview,0.0,CUSTOMER,market,192.168.18.2
0,POST /api/banking/deposit,0.0,MANAGER,market,192.168.32.148
0,POST /api/banking/deposit,0.0,CUSTOMER,login,192.168.27.20
0,GET /api/market/overview,0.0,CUSTOMER,deposit,192.168.31.38
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,deposit,192.168.47.27
0,POST /api/banking/deposit,0.0,ACCOUNTANT,dashboard,192.168.45.234
0,GET /api/banking/dashboard,0.0,MANAGER,login,192.168.36.245
0,POST /api/banking/deposit,0.0,ACCOUNTANT,deposit,192.168.31.22
0,GET /api/banking/dashboard,0.0,CUSTOMER,login,192.168.1.158
0,POST /api/banking/deposit,0.0,ACCOUNTANT,market,192.168.31.72
0,GET /api/market/overview,0.0,MANAGER,market,192.168.1.84
0,POST /api/banking/deposit,0.0,CUSTOMER,market,192.168.24.222
0,GET /api/banking/dashboard,0.0,CUSTOMER,deposit,192.168.14.208
0,GET /api/banking/dashboard,0.0,CUSTOMER,login,192.168.32.216
0,GET /api/banking/dashboard,0.0,CUSTOMER,deposit,192.168.41.104
0,GET /api/market/overview,0.0,ACCOUNTANT,login,192.168.32.89
0,GET /api/market/overview,0.0,MANAGER,login,192.168.38.202
0,POST /api/banking/deposit,0.0,ACCOUNTANT,login,192.168.5.200
0,GET /api/market/overview,0.0,CUSTOMER,dashboard,192.168.18.126
0,GET /api/market/overview,0.0,ACCOUNTANT,deposit,192.168.18.191
0,GET /api/market/overview,0.0,MANAGER,market,192.168.5.7
0,POST /api/auth/login,0.0,CUSTOMER,market,192.168.38.93
0,GET /api/banking/dashboard,0.0,MANAGER,market,192.168.16.206
0,GET /api/market/overview,0.0,MANAGER,deposit,192.168.18.83
0,POST /api/auth/login,0.0,CUSTOMER,market,192.168.35.98
0,POST /api/banking/deposit,0.0,MANAGER,deposit,192.168.9.221
0,GET /api/market/overview,0.0,MANAGER,login,192.168.25.205
0,POST /api/banking/deposit,0.0,MANAGER,market,192.168.45.38
0,POST /api/auth/login,0.0,ACCOUNTANT,dashboard,192.168.5.156
0,GET /api/banking/dashboard,0.0,MANAGER,dashboard,192.168.25.158
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.40.162
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,deposit,192.168.23.173
0,GET /api/market/overview,0.0,ACCOUNTANT,deposit,192.168.48.91
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,deposit,192.168.16.162
0,GET /api/banking/dashboard,0.0,MANAGER,deposit,192.168.9.71
0,GET /api/banking/dashboard,0.0,MANAGER,market,192.168.19.194
0,POST /api/auth/login,0.0,ACCOUNTANT,login,192.168.9.164
0,GET /api/banking/dashboard,0.0,MANAGER,market,192.168.47.59
0,POST /api/banking/deposit,0.0,MANAGER,login,192.168.13.128
0,GET /api/market/overview,0.0,CUSTOMER,market,192.168.16.160
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,dashboard,192.168.22.208
0,GET /api/market/overview,0.0,ACCOUNTANT,dashboard,192.168.47.3
0,GET /api/banking/dashboard,0.0,MANAGER,deposit,192.168.45.87
0,GET /api/banking/dashboard,0.0,CUSTOMER,deposit,192.168.8.83
0,GET /api/market/overview,0.0,ACCOUNTANT,dashboard,192.168.33.148
0,POST /api/banking/deposit,0.0,CUSTOMER,deposit,192.168.29.154
0,GET /api/banking/dashboard,0.0,CUSTOMER,market,192.168.47.202
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,dashboard,192.168.43.135
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,dashboard,192.168.1.2
0,POST /api/auth/login,0.0,CUSTOMER,login,192.168.43.136
0,POST /api/auth/login,0.0,ACCOUNTANT,deposit,192.168.14.23
0,POST /api/auth/login,0.0,MANAGER,market,192.168.19.21
0,GET /api/market/overview,0.0,CUSTOMER,deposit,192.168.24.106
0,GET /api/market/overview,0.0,CUSTOMER,login,192.168.12.238
0,GET /api/market/overview,0.0,ACCOUNTANT,market,192.168.22.1
0,GET /api/market/overview,0.0,MANAGER,dashboard,192.168.27.165
0,GET /api/banking/dashboard,0.0,CUSTOMER,dashboard,192.168.27.235
0,GET /api/market/overview,0.0,CUSTOMER,login,192.168.4.146
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.13.69
0,POST /api/auth/login,0.0,CUSTOMER,dashboard,192.168.30.232
0,GET /api/banking/dashboard,0.0,CUSTOMER,login,192.168.31.82
0,POST /api/banking/deposit,0.0,CUSTOMER,deposit,192.168.9.130
0,GET /api/market/overview,0.0,CUSTOMER,login,192.168.17.210
0,GET /api/market/overview,0.0,CUSTOMER,market,192.168.14.192
0,POST /api/auth/login,0.0,MANAGER,deposit,192.168.36.240
0,GET /api/market/overview,0.0,ACCOUNTANT,market,192.168.11.205
0,GET /api/banking/dashboard,0.0,MANAGER,dashboard,192.168.12.3
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.5.2
0,POST /api/auth/login,0.0,MANAGER,market,192.168.29.107
0,POST /api/auth/login,0.0,ACCOUNTANT,login,192.168.31.247
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,deposit,192.168.15.181
0,POST /api/banking/deposit,0.0,ACCOUNTANT,deposit,192.168.31.170
0,GET /api/market/overview,0.0,ACCOUNTANT,deposit,192.168.2.149
0,POST /api/auth/login,0.0,ACCOUNTANT,dashboard,192.168.30.42
0,GET /api/banking/dashboard,0.0,MANAGER,deposit,192.168.35.20
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,deposit,192.168.5.106
0,POST /api/auth/login,0.0,ACCOUNTANT,dashboard,192.168.24.178
0,POST /api/auth/login,0.0,ACCOUNTANT,dashboard,192.168.25.57
0,POST /api/banking/deposit,0.0,CUSTOMER,dashboard,192.168.18.252
0,POST /api/auth/login,0.0,CUSTOMER,deposit,192.168.8.34
0,GET /api/market/overview,0.0,CUSTOMER,market,192.168.18.33
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.24.124
0,GET /api/market/overview,0.0,MANAGER,login,192.168.11.62
0,GET /api/banking/dashboard,0.0,MANAGER,deposit,192.168.7.219
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.29.197
0,POST /api/auth/login,0.0,ACCOUNTANT,login,192.168.2.27
0,POST /api/auth/login,0.0,CUSTOMER,login,192.168.10.198
0,GET /api/market/overview,0.0,CUSTOMER,deposit,192.168.43.220
0,GET /api/market/overview,0.0,MANAGER,login,192.168.49.170
0,GET /api/banking/dashboard,0.0,MANAGER,market,192.168.1.49
0,GET /api/banking/dashboard,0.0,CUSTOMER,deposit,192.168.10.182
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.31.21
0,GET /api/market/overview,0.0,CUSTOMER,login,192.168.21.82
0,POST /api/auth/login,0.0,ACCOUNTANT,login,192.168.17.18
0,GET /api/banking/dashboard,0.0,CUSTOMER,market,192.168.37.107
0,POST /api/auth/login,0.0,ACCOUNTANT,deposit,192.168.4.50
0,POST /api/banking/deposit,0.0,CUSTOMER,dashboard,192.168.18.128
0,GET /api/market/overview,0.0,MANAGER,dashboard,192.168.47.34
0,GET /api/market/overview,0.0,MANAGER,dashboard,192.168.37.126
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,dashboard,192.168.47.142
0,POST /api/auth/login,0.0,MANAGER,deposit,192.168.10.99
0,GET /api/market/overview,0.0,MANAGER,login,192.168.34.13
0,GET /api/banking/dashboard,0.0,MANAGER,deposit,192.168.29.82
0,POST /api/banking/deposit,0.0,ACCOUNTANT,deposit,192.168.4.153
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.37.145
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.37.166
0,POST /api/auth/login,0.0,CUSTOMER,dashboard,192.168.35.87
0,POST /api/banking/deposit,0.0,ACCOUNTANT,login,192.168.40.216
0,POST /api/banking/deposit,0.0,CUSTOMER,market,192.168.35.194
0,GET /api/market/overview,0.0,MANAGER,dashboard,192.168.40.128
0,POST /api/auth/login,0.0,CUSTOMER,deposit,192.168.45.129
0,POST /api/banking/deposit,0.0,CUSTOMER,market,192.168.11.46
0,GET /api/market/overview,0.0,MANAGER,market,192.168.17.250
0,POST /api/auth/login,0.0,ACCOUNTANT,dashboard,192.168.33.224
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,market,192.168.19.183
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.21.92
0,GET /api/market/overview,0.0,ACCOUNTANT,market,192.168.31.96
0,GET /api/market/overview,0.0,MANAGER,deposit,192.168.36.190
0,POST /api/banking/deposit,0.0,ACCOUNTANT,market,192.168.47.78
0,GET /api/market/overview,0.0,MANAGER,login,192.168.43.127
0,POST /api/banking/deposit,0.0,CUSTOMER,deposit,192.168.45.62
0,POST /api/banking/deposit,0.0,MANAGER,dashboard,192.168.33.224
0,POST /api/banking/deposit,0.0,MANAGER,deposit,192.168.42.91
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.27.46
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,login,192.168.38.216
0,POST /api/banking/deposit,0.0,CUSTOMER,deposit,192.168.4.111
0,POST /api/banking/deposit,0.0,CUSTOMER,market,192.168.11.164
0,POST /api/auth/login,0.0,MANAGER,market,192.168.4.156
0,GET /api/market/overview,0.0,MANAGER,deposit,192.168.22.5
0,GET /api/banking/dashboard,0.0,CUSTOMER,deposit,192.168.15.49
0,GET /api/banking/dashboard,0.0,CUSTOMER,login,192.168.28.213
0,POST /api/auth/login,0.0,CUSTOMER,login,192.168.41.157
0,POST /api/banking/deposit,0.0,ACCOUNTANT,deposit,192.168.21.65
0,POST /api/auth/login,0.0,CUSTOMER,market,192.168.10.121
0,GET /api/banking/dashboard,0.0,MANAGER,dashboard,192.168.14.154
0,GET /api/banking/dashboard,0.0,MANAGER,dashboard,192.168.27.247
0,GET /api/market/overview,0.0,CUSTOMER,login,192.168.39.238
0,POST /api/banking/deposit,0.0,CUSTOMER,login,192.168.12.234
0,POST /api/auth/login,0.0,CUSTOMER,market,192.168.37.93
0,GET /api/market/overview,0.0,MANAGER,login,192.168.16.9
0,GET /api/market/overview,0.0,ACCOUNTANT,market,192.168.37.136
0,POST /api/auth/login,0.0,CUSTOMER,login,192.168.35.197
0,POST /api/banking/deposit,0.0,MANAGER,deposit,192.168.25.215
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,login,192.168.6.91
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,market,192.168.29.234
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.23.72
0,POST /api/banking/deposit,0.0,CUSTOMER,login,192.168.14.161
0,POST /api/banking/deposit,0.0,CUSTOMER,deposit,192.168.44.246
0,POST /api/banking/deposit,0.0,MANAGER,login,192.168.39.117
0,GET /api/market/overview,0.0,CUSTOMER,market,192.168.30.231
0,POST /api/banking/deposit,0.0,MANAGER,market,192.168.3.163
0,POST /api/banking/deposit,0.0,ACCOUNTANT,deposit,192.168.35.252
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,deposit,192.168.27.172
0,POST /api/auth/login,0.0,CUSTOMER,login,192.168.32.148
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.37.50
0,POST /api/banking/deposit,0.0,MANAGER,market,192.168.40.99
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,deposit,192.168.41.240
0,GET /api/market/overview,0.0,ACCOUNTANT,dashboard,192.168.33.117
0,POST /api/auth/login,0.0,ACCOUNTANT,dashboard,192.168.42.86
0,POST /api/banking/deposit,0.0,MANAGER,login,192.168.41.140
0,GET /api/market/overview,0.0,MANAGER,login,192.168.12.42
0,GET /api/banking/dashboard,0.0,MANAGER,login,192.168.49.151
0,GET /api/market/overview,0.0,MANAGER,deposit,192.168.36.35
0,GET /api/banking/dashboard,0.0,CUSTOMER,market,192.168.33.244
0,GET /api/banking/dashboard,0.0,MANAGER,dashboard,192.168.31.4
0,GET /api/market/overview,0.0,ACCOUNTANT,login,192.168.6.149
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.9.137
0,GET /api/market/overview,0.0,CUSTOMER,deposit,192.168.37.163
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.23.71
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,market,192.168.25.156
0,GET /api/banking/dashboard,0.0,CUSTOMER,login,192.168.7.175
0,GET /api/market/overview,0.0,MANAGER,market,192.168.31.217
0,GET /api/market/overview,0.0,CUSTOMER,market,192.168.6.84
0,POST /api/banking/deposit,0.0,ACCOUNTANT,market,192.168.37.186
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.31.43
0,POST /api/auth/login,0.0,CUSTOMER,deposit,192.168.4.105
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.8.244
0,POST /api/auth/login,0.0,ACCOUNTANT,login,192.168.33.83
0,POST /api/auth/login,0.0,MANAGER,deposit,192.168.47.251
0,POST /api/auth/login,0.0,MANAGER,deposit,192.168.27.211
0,GET /api/banking/dashboard,0.0,MANAGER,login,192.168.49.242
0,GET /api/market/overview,0.0,ACCOUNTANT,dashboard,192.168.47.166
0,GET /api/banking/dashboard,0.0,CUSTOMER,dashboard,192.168.48.10
0,GET /api/banking/dashboard,0.0,MANAGER,market,192.168.13.213
0,GET /api/market/overview,0.0,CUSTOMER,login,192.168.13.109
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,login,192.168.49.138
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.12.71
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.30.63
0,GET /api/banking/dashboard,0.0,MANAGER,deposit,192.168.10.226
0,POST /api/banking/deposit,0.0,ACCOUNTANT,login,192.168.9.251
0,POST /api/banking/deposit,0.0,ACCOUNTANT,login,192.168.30.167
0,POST /api/banking/deposit,0.0,CUSTOMER,login,192.168.15.125
0,GET /api/banking/dashboard,0.0,CUSTOMER,deposit,192.168.25.107
0,GET /api/market/overview,0.0,MANAGER,market,192.168.24.203
0,GET /api/market/overview,0.0,ACCOUNTANT,login,192.168.19.100
0,GET /api/market/overview,0.0,CUSTOMER,deposit,192.168.1.215
0,POST /api/banking/deposit,0.0,CUSTOMER,login,192.168.44.103
0,GET /api/market/overview,0.0,CUSTOMER,login,192.168.40.207
0,GET /api/market/overview,0.0,MANAGER,login,192.168.11.56
0,POST /api/auth/login,0.0,ACCOUNTANT,login,192.168.23.166
0,GET /api/banking/dashboard,0.0,CUSTOMER,dashboard,192.168.32.245
0,GET /api/banking/dashboard,0.0,MANAGER,dashboard,192.168.17.62
0,POST /api/banking/deposit,0.0,CUSTOMER,dashboard,192.168.14.26
0,POST /api/auth/login,0.0,CUSTOMER,login,192.168.26.129
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,login,192.168.11.15
0,GET /api/banking/dashboard,0.0,CUSTOMER,login,192.168.21.166
0,POST /api/auth/login,0.0,CUSTOMER,deposit,192.168.27.167
0,POST /api/banking/deposit,0.0,ACCOUNTANT,deposit,192.168.2.116
0,POST /api/auth/login,0.0,CUSTOMER,dashboard,192.168.35.135
0,POST /api/banking/deposit,0.0,CUSTOMER,dashboard,192.168.18.74
0,GET /api/market/overview,0.0,ACCOUNTANT,dashboard,192.168.47.11
0,POST /api/auth/login,0.0,MANAGER,login,192.168.34.254
0,POST /api/banking/deposit,0.0,CUSTOMER,dashboard,192.168.6.1
0,POST /api/banking/deposit,0.0,ACCOUNTANT,deposit,192.168.14.222
0,POST /api/banking/deposit,0.0,ACCOUNTANT,deposit,192.168.21.238
0,POST /api/banking/deposit,0.0,ACCOUNTANT,market,192.168.22.198
0,GET /api/market/overview,0.0,ACCOUNTANT,market,192.168.11.191
0,GET /api/banking/dashboard,0.0,CUSTOMER,deposit,192.168.12.134
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.23.148
0,GET /api/banking/dashboard,0.0,MANAGER,deposit,192.168.32.84
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,login,192.168.32.92
0,POST /api/banking/deposit,0.0,CUSTOMER,login,192.168.41.154
0,POST /api/auth/login,0.0,MANAGER,login,192.168.43.160
0,GET /api/market/overview,0.0,CUSTOMER,market,192.168.40.39
0,POST /api/banking/deposit,0.0,CUSTOMER,dashboard,192.168.33.236
0,POST /api/auth/login,0.0,MANAGER,login,192.168.38.82
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,market,192.168.15.235
0,GET /api/banking/dashboard,0.0,CUSTOMER,login,192.168.12.5
0,POST /api/banking/deposit,0.0,CUSTOMER,deposit,192.168.2.54
0,POST /api/auth/login,0.0,CUSTOMER,login,192.168.29.21
0,GET /api/market/overview,0.0,CUSTOMER,login,192.168.6.117
0,POST /api/auth/login,0.0,ACCOUNTANT,dashboard,192.168.41.199
0,POST /api/banking/deposit,0.0,MANAGER,login,192.168.31.125
0,GET /api/banking/dashboard,0.0,CUSTOMER,dashboard,192.168.34.3
0,GET /api/market/overview,0.0,MANAGER,deposit,192.168.39.218
0,GET /api/banking/dashboard,0.0,MANAGER,market,192.168.44.61
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,market,192.168.18.179
0,POST /api/banking/deposit,0.0,ACCOUNTANT,login,192.168.13.130
0,GET /api/banking/dashboard,0.0,MANAGER,deposit,192.168.49.153
0,POST /api/banking/deposit,0.0,ACCOUNTANT,deposit,192.168.19.80
0,POST /api/banking/deposit,0.0,CUSTOMER,dashboard,192.168.19.113
0,POST /api/banking/deposit,0.0,CUSTOMER,deposit,192.168.33.117
0,POST /api/banking/deposit,0.0,MANAGER,dashboard,192.168.1.108
0,GET /api/market/overview,0.0,CUSTOMER,deposit,192.168.28.190
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.50.54
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.23.18
0,GET /api/market/overview,0.0,MANAGER,deposit,192.168.33.200
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,market,192.168.35.110
0,POST /api/banking/deposit,0.0,MANAGER,dashboard,192.168.41.176
0,GET /api/banking/dashboard,0.0,CUSTOMER,deposit,192.168.19.214
0,GET /api/banking/dashboard,0.0,MANAGER,dashboard,192.168.2.41
0,POST /api/banking/deposit,0.0,MANAGER,login,192.168.12.58
0,GET /api/banking/dashboard,0.0,MANAGER,login,192.168.32.84
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,login,192.168.28.164
0,GET /api/banking/dashboard,0.0,MANAGER,market,192.168.13.210
0,GET /api/market/overview,0.0,ACCOUNTANT,deposit,192.168.24.182
0,GET /api/market/overview,0.0,MANAGER,market,192.168.15.156
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.42.128
0,POST /api/banking/deposit,0.0,CUSTOMER,deposit,192.168.40.180
0,POST /api/auth/login,0.0,CUSTOMER,login,192.168.4.149
0,GET /api/banking/dashboard,0.0,CUSTOMER,login,192.168.22.213
0,GET /api/market/overview,0.0,CUSTOMER,deposit,192.168.27.234
0,POST /api/auth/login,0.0,CUSTOMER,market,192.168.50.36
0,POST /api/banking/deposit,0.0,MANAGER,deposit,192.168.8.180
0,GET /api/market/overview,0.0,ACCOUNTANT,market,192.168.17.47
0,GET /api/market/overview,0.0,CUSTOMER,dashboard,192.168.3.31
0,POST /api/auth/login,0.0,CUSTOMER,dashboard,192.168.47.78
0,POST /api/auth/login,0.0,MANAGER,market,192.168.2.233
0,GET /api/banking/dashboard,0.0,MANAGER,market,192.168.40.86
0,GET /api/market/overview,0.0,ACCOUNTANT,login,192.168.20.154
0,GET /api/market/overview,0.0,ACCOUNTANT,login,192.168.45.211
0,GET /api/banking/dashboard,0.0,CUSTOMER,deposit,192.168.14.175
0,POST /api/auth/login,0.0,CUSTOMER,dashboard,192.168.7.103
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.5.44
0,POST /api/banking/deposit,0.0,MANAGER,market,192.168.1.207
0,POST /api/banking/deposit,0.0,MANAGER,login,192.168.29.167
0,POST /api/auth/login,0.0,CUSTOMER,market,192.168.31.176
0,POST /api/banking/deposit,0.0,MANAGER,market,192.168.42.230
0,POST /api/auth/login,0.0,MANAGER,dashboard,192.168.36.254
0,POST /api/auth/login,0.0,MANAGER,market,192.168.48.189
0,GET /api/banking/dashboard,0.0,MANAGER,deposit,192.168.46.218
0,POST /api/auth/login,0.0,MANAGER,deposit,192.168.10.186
0,POST /api/banking/deposit,0.0,ACCOUNTANT,login,192.168.17.154
0,POST /api/auth/login,0.0,MANAGER,login,192.168.2.252
0,GET /api/banking/dashboard,0.0,CUSTOMER,login,192.168.38.193
0,POST /api/auth/login,0.0,CUSTOMER,market,192.168.39.59
0,POST /api/banking/deposit,0.0,ACCOUNTANT,deposit,192.168.30.250
0,POST /api/banking/deposit,0.0,CUSTOMER,login,192.168.12.108
0,POST /api/auth/login,0.0,ACCOUNTANT,deposit,192.168.1.100
0,POST /api/auth/login,0.0,CUSTOMER,deposit,192.168.38.18
0,POST /api/banking/deposit,0.0,CUSTOMER,login,192.168.33.122
0,GET /api/banking/dashboard,0.0,MANAGER,market,192.168.48.20
0,GET /api/banking/dashboard,0.0,MANAGER,dashboard,192.168.43.20
0,POST /api/banking/deposit,0.0,MANAGER,market,192.168.2.82
0,GET /api/market/overview,0.0,ACCOUNTANT,login,192.168.20.14
0,POST /api/banking/deposit,0.0,CUSTOMER,login,192.168.32.137
0,POST /api/auth/login,0.0,MANAGER,market,192.168.37.103
0,POST /api/banking/deposit,0.0,CUSTOMER,market,192.168.36.105
0,GET /api/banking/dashboard,0.0,MANAGER,market,192.168.3.157
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,market,192.168.49.164
0,POST /api/auth/login,0.0,MANAGER,deposit,192.168.49.239
0,GET /api/market/overview,0.0,ACCOUNTANT,deposit,192.168.21.12
0,POST /api/banking/deposit,0.0,MANAGER,dashboard,192.168.4.150
0,GET /api/market/overview,0.0,CUSTOMER,deposit,192.168.3.227
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,deposit,192.168.45.205
0,GET /api/banking/dashboard,0.0,MANAGER,market,192.168.50.150
0,POST /api/banking/deposit,0.0,MANAGER,deposit,192.168.32.77
0,POST /api/auth/login,0.0,CUSTOMER,market,192.168.39.184
0,GET /api/banking/dashboard,0.0,CUSTOMER,login,192.168.8.153
0,POST /api/auth/login,0.0,MANAGER,login,192.168.22.23
0,GET /api/market/overview,0.0,MANAGER,market,192.168.49.176
0,POST /api/auth/login,0.0,ACCOUNTANT,market,192.168.2.46
0,POST /api/banking/deposit,0.0,MANAGER,dashboard,192.168.30.192
0,GET /api/market/overview,0.0,ACCOUNTANT,login,192.168.50.212
0,GET /api/banking/dashboard,0.0,ACCOUNTANT,market,192.168.20.137
